,sentiment,text
1119200,4,@djenryte hey!! @twinksy suggested the Grove..any preference?  ohh and where do want to go for dinner? can't wait!
1119250,4,@_mermaiden  Oh yours is so cute! I &lt;3 it!  Maybe i'll give it a try 
1119300,4,"@GirlswithGoals That was the first time, but I'll always remember it  There is a smile on my face dedicated to you! Have a great day!"
1119350,4,Laying out 
1119400,4,@BrooklynNomad -- your link is now up &amp; running on my new website -- chk it out! Partners &amp; Links section at http://www.portapocket.com 
1119450,4,it's time for my afternoon workout: 25 minutes of ab work followed by 45 minutes of step aerobics 
1119500,4,Togy you're literally the cutest thing i've ever seen!...or wish i could meet 
1119550,4,So how's everyone doing? 
1119600,4,going to the lake again with the girls 
1119650,4,Awake at almost noon  Getting ready to go to the gym right now.
1119700,4,"on a pier with one of my besties eating chocolate cannolis, reading mags and getting tan. this is it!  "
1119750,4,#bgt susan boyle hmmm i think she'll get a career out of this whatever. She's been on OW show &amp; it don't get much bigger than that 
1119800,4,@kristinedianne my mommy thinks she's still cute. 
1119850,4,Wow! Google translate does a bad job of Romanian to English. 
1119900,4,"had a great time last night! thanks so much to everyone that came out, said hey, bought a cd/shirt or just came and hung out. THANKS "
1119950,4,Waiting for work tonight I close with Miranda haven't seen her in days! I might go read new moon after this or watch my netflix movies 
1120000,4,@profhood Thanks! 
1120050,4,"I love Never Been Kissed! Kind of makes me cry at the end when she's waiting for him and he doesn't appear, but voila! "
1120100,4,"im starving! taco bell, anyone? "
1120150,4,Just 4 days left in school and then I will be heading to Montenegro!! WOHOO! sweeet it is ;) one week left exactly to Montenegro 
1120200,4,@DJMLK we should! everybody knw u as MLK but i knw u as Todd 
1120250,4,they can stick their Gun Control Bill HR45 up their  ****      thanks Mr Hossein Oboma
1120300,4,I love sleeping in until 12 
1120350,4,"painting my nails bluee  Show at the Roost with Keri and Garrett later , exciteness  Garrett, i love youu !."
1120400,4,@ralphieaversa thaaaaanks 
1120450,4,"Waiting to get some sunshine in Bogota, Colombia!!! next week in Dallas, cant wait "
1120500,4,wana have a google wave account 
1120550,4,Totally didn't get carded at dinner last night.  But at least they checked my ID at the 'sto. 
1120600,4,09011322209 the number to phone for diversity 
1120650,4,Is going to work at Camana restaurant! Come see me! 
1120700,4,50 miles in Surrey hills. Felt ok but I got 2 puncture in the space of 3 miles. Grrrrr - now that is pain 
1120750,4,@wyndwitch evening  yeah thanks. im SOO tired. had a trade/craft show today.
1120800,4,"Well i bought the first twilight book last night, thought i would give them a try. Already over a 100 pages in. I think i like them "
1120850,4,Moght get My koi tatto while I'm here... Walked last night and came across hart @ hunnington 
1120900,4,At the hotel. I think i might write for a little. 
1120950,4,Bounce magic 
1121000,4,can't wait till hang during summer!! possibly making some more friends?!?! shall be fun! ill try not to get sick!? 
1121050,4,@Ramii01 lol ive neva herd of it :o just send me it 
1121100,4,@Cecilyk Viralogy will help your blog rank higher and get discovered by more people. 
1121150,4,@nichelady  lol Sounds like real life ... 
1121200,4,"@Snuffkins They were sitting, they were sitting in the strawberry swing And every moment was so precious "
1121250,4,wants a large boba 
1121300,4,Mmmm Chili's .... My breakfast/lunch 
1121350,4,@teenius - you got it. Hit me. 
1121400,4,"reading The Little Prince, thanks Justina "
1121450,4,@Breakthruguy - Thanks for the follow &amp; keep running. 
1121500,4,@SunniBrown fate will decide. And the housing market. 
1121550,4,#opengrill: i love rock&amp;roll 
1121600,4,@CRAZiixLOVEE I dont look fab lmfao xD but thanks anyway 
1121650,4,Today's a pretty chill day. I've just sat around doin' nothing. Going to coaster's soon. Yum 
1121700,4,"@isalou Cost 80p to vote Diversity - I just checked.  Worth it though, for one vote?! I think so!!"
1121750,4,mmmmm. i LOVE picnics!!! off to the grandparents house soon!!! (my second home!)  
1121800,4,@Rio911 why thank you for sharing 
1121850,4,"after a whole lot of sweat (do women really sweat?) and determination, my garden is up and growing  im so happy...and exausted!"
1121900,4,http://twitpic.com/6a1wg - doesn't get any more #livelocal than from the windowsill 
1121950,4,@markhoppus AWKWARD 
1122000,4,@MaliZomg @cookiemonster82 I feel left out 
1122050,4,Taking cranium to play during our break!! 
1122100,4,"@FlyingEngine  #wish27 I think it's my mouse, or just me being anxious. "
1122150,4,Great find of the day! Oversized clutch for $5.49! Love! 
1122200,4,@jesikaaah i concur 
1122250,4,@CoffeeSmokes tu shay. 
1122300,4,Hmm guess this means I still have to work on it!   -- @you2gov got a grade of 99.90/100 on @grader.  http://twitter.grader.com/you2gov
1122350,4,@mileycyrus hey Miley how are you? I hope your having a great day!  
1122400,4,@mileycyrus how do you wake up Lady Gaga? You poke her face! Hahaha. 
1122450,4,@ComedyQueen well thats why you gone blotchy.silly thing.lol 
1122500,4,@eddyizm I'll convo or DM you when I figure out exactly what I'll need re: hosting. 
1122550,4,@travisking You are mighty cheery today compared the past few days since I've been following...new meds? 
1122600,4,@SimplyBrookiE certainlyyy..girl i LOVE musiq  and cutting your hair..CUTEEE! (and lmao at that ONE spanish word you
1122650,4,@alimokrane JazakAllah Khair bro.. trust me I'm missing you all.. Come on and plan your umrah! 
1122700,4,going swimming  Yay
1122750,4,@CinnamonCain You relax that back into submission! The world will wait for your domination another day. 
1122800,4,that's sooo wierd! It's HIM! :s Brick lane anyone?  xx
1122850,4,"Goin to see that Star Trek for all the people livin beyond this planet... I'm beyond that, just human..  God First!"
1122900,4,want the results NOWWWW! 
1122950,4,"@theamusingdee, i already do such a thing "
1123000,4,@blak4ever retweet lol it copies what someone says to you so you can repost it for other people to see 
1123050,4,"@darrenmonroe Well, I've read the entire Bible in a year before, and certain verses stood out "
1123100,4,at an interview 
1123150,4,"@greeneyes1966 @emmacourtney85 @mikegarrick Thanx guys! They must b v good indeed, uv all been raving about them  "
1123200,4,Studying  Google Wave. I Want a Devel Account!  #googlewave
1123250,4,Yeah! That sounds like uber fun  one day!!
1123300,4,&quot;stop burning bridges and drive off of them&quot; fall out boy is so nice. 
1123350,4,Uve Got To Love Britains Got Talent  Ox'
1123400,4,Watching the movie &quot;Singles&quot; and waiting for Alice in Chains' cameo 
1123450,4,"@tommcfly is your voice back? i hope so!  you kinda sounded like chipmunk in recife LOL but it was a kick ass gig, though!"
1123500,4,@Wendywitwoo I'll take care with it 
1123550,4,burning chiles to make salsa..some days im happy to be mexican 
1123600,4,"@akafrancie OK, that last leg of commute back home does NOT suck...glad you made the flight! "
1123650,4,@drew8890 hahaa that is too cute! you should have came with me to babysit 
1123700,4,@Angela_Webber i beleive you by the way 
1123750,4,the only thing that could make this sunny day better is a nice ice cold beer 
1123800,4,@coollike woohoo 
1123850,4,@taylorswift13 amazinqq job on the today show concert you were fearless and so gorgous cant wait till august 27  lovelovelove  u tay 
1123900,4,"i want to talk to my best friend.. the soon to be famous fashion designer, Alexandria Torres..  "
1123950,4,"@jasminxx oh aye, you do  i sound raspy today, so i may make one for you. im so sexy."
1124000,4,BGT on after the adverts 
1124050,4,is thinking it's a &quot;reveal on the grille&quot; kind of day 
1124100,4,Watching The Muppet Show!  #fb
1124150,4,@yultron oooh! sounds like fun!! Tell me youre gonna be at chain to hang &amp; chill on the 12th? PLEASE  itll be fun!!
1124200,4,"'i wanna see up'   ? 'just look at the ceiling, im not doing that for you'.  hahhahahahaha I LOVE YOU KATY "
1124250,4,@iViva I really dont want SUBO to win. Diversity all the way 
1124300,4,"@Jonasbrothers Ahhh!!!!, I LOVE you all soo soo sooo much.  "
1124350,4,@ember37 I love hummer weather! 
1124400,4,@sereeree123 i want you to push me in that store in a wheelchair. 
1124450,4,On my way to Melody's graduation party! 
1124500,4,Flat Ironing my hair &amp; looking for what I'm going to wear tonight. Lovee this weather 
1124550,4,@louis_salin : Just think of those of us who are pushing 50. There's always someone with fewer brain cells than you. 
1124600,4,"Was a lovely day today, all burnt, hope it's as nice tomorrow "
1124650,4,@BeckyKingston lol hmm 
1124700,4,@oSnapChristina the doesn't sound cool at all! i sorry!  xoxo
1124750,4,@maggiephilbin yeah it's good 
1124800,4,"Who said &quot;you're over me, you're over me? When were you under me?&quot; Hilarious! Okay, time to shower &amp; get ready to go out with the family! "
1124850,4,@oliviamunn How's your lip? 
1124900,4,@bobsonsirjonny thanks mate - glad you're enjoying it! 
1124950,4,sitting at home 
1125000,4,Going to the hang out by the pool and drink a few beers with my neighbors...at least until R.H wakes up then I'm going over there 
1125050,4,Davee is waiting for Trax 
1125100,4,"woohoo! I finally finished my Rubik's cube.. I am so smart, I am so smart, S-M-R-T, ehmm, I mean S-M-A-R-T. "
1125150,4,chillin bout to go to see Savanna 
1125200,4,@AntonioPacheco1 http://twitpic.com/69md7 - dude seriously you got lil man all squished  lol
1125250,4,DIVERSITY PLEAAAASE 
1125300,4,"@babygirlparis http://twitpic.com/6a97s - As always arrazando daughter in the photo speak to say, the more you arraza  "
1125350,4,"@perezhilton suboï¿½s second, but won anyway "
1125400,4,Sam Bradley (@samueltwitt1) is so adorable. I just love this kid and hope he gets an album out soon.  http://tinyurl.com/md75qb
1125450,4,#bgt Oh Christ I'm so happy! Haha  I can't wait to see the newspapers tomorrow!
1125500,4,@Sky_Breaker ooc: Thank you  I had fun with it. *huggles*
1125550,4,Diversity are seriously AMAZING. Soooo pleased for them!  #BGT
1125600,4,@lovelylauren10 I'll be your friend 
1125650,4,Yeeeeeeeeeeeeesssssssssssss diversity bbt 2009 winners wwwwwoooooooo 
1125700,4,@gencaballero I love the rain 
1125750,4,@thomasj missed me 
1125800,4,Yay! Diversity won...fucking fantastic stuff! 
1125850,4,alright @jamiehowells I always wanted either Diversity or Julian to win most. But Swansea kid was my third  *dead happy*.
1125900,4,@smartiej totally agree.so much more fun seein what everyone think about acts.lol 
1125950,4,I was feeling shitty and it only took about ten minutes with mcfly before i was smiling again.  its like magic!
1126000,4,i dont need no good advice im alreadyyyy wasted....GIRLSALOUD 3dayz 
1126050,4,@markhoppus Do you know when the tickets for the second Irvine show will be up on livenation? 
1126100,4,Listening to Carly Simon 
1126150,4,I just frosted a cake (awesomely.) 
1126200,4,@mgersting you are such a girl. I love it  
1126250,4,"otiiiiiiiii paixao *-* .. claro, depois que eu te dei my heart  sioaUSioAUIsuio @monik_pissurno"
1126300,4,@rcbjornson i want...i want..i want..! Baking on ur roof top there R..? 
1126350,4,@brianclayton or coffee or wine  And everyone loves pringles  do email some my way!:p
1126400,4,@Taddy69 yes u are probably right - hope there are some interesting people on there! 
1126450,4,@joshhinds yes! definitely... but - i'll likely be tweeting pics of the flames - maybe live video too?  away from work but fun always
1126500,4,"@MileyCyrus: But don't worry, only 12 more days til highschool! (well, Summer...THEN highschool.) "
1126550,4,"Arrived at La Parguera at last! Everyone is safe.  Drinking time, anyone?"
1126600,4,Washing all of my newly purchased baby clothes 
1126650,4,"@1capplegate Yeah, new eps  I can't wait to see you on TV again! Keep faith ;)"
1126700,4,neon pink nails now!! 
1126750,4,http://twitpic.com/6aclg - Summer in 4 days. Beach in 7! 
1126800,4,"@FakerParis Hot and tired, but good "
1126850,4,@bobbi10100 @Trace027 @pilgrimfamilyuk @CocaBeenSlinky Can't wait to meet you and the rest of the #Blisstwits in September !  x x x
1126900,4,i havent been on twitter all day =O haha. i'm soooo glad diversity won bgt 
1126950,4,"http://twitpic.com/6ad13 - breakfast at emirates, yes that Veuve Cliquoet "
1127000,4,My daddy is making me wings and they're the best thing in the world. 
1127050,4,http://twitpic.com/6ad7t - We're just crazy girls!  @Shelovescookies (http://bit.ly/YU2zg
1127100,4,home  i think i found my car...
1127150,4,i'm such a douche bag sometimes... and sooooo neurotic. and a dork... and i overcomplicate everything. but i still love me... 
1127200,4,@DubarryMcfly thank you debs  love you xxxx
1127250,4,Relying on @bodhilicious' bkite check ins and parked uhaul to find him 
1127300,4,@CatherineYetive her favorite kind. and how many depends on the type of flowers she's into 
1127350,4,I ride my bike with no handle bars 
