Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2003-09-07 22:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TARAVAL,NONE,1400 Block of 30TH AV,-122.48864325578501,37.7602319505811
2014-05-28 09:21:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,NORTHERN,NONE,1800 Block of UNION ST,-122.429763201881,37.7978730399148
2011-09-08 01:57:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,NORTHERN,PSYCHOPATHIC CASE,2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254
2011-11-30 00:38:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.408466556173,37.7807008318778
2005-05-02 14:15:00,VEHICLE THEFT,STOLEN TRUCK,Monday,SOUTHERN,NONE,7TH ST / KING ST,-122.40080679729401,37.7711380940573
2006-11-27 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE,1200 Block of 8TH AV,-122.465378582035,37.7650057282953
2014-12-25 04:10:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,INGLESIDE,NONE,1700 Block of GENEVA AV,-122.42796628826599,37.711822938604605
2010-10-05 18:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,SOUTHERN,NONE,600 Block of HARRISON ST,-122.39689390940701,37.7830194257801
2010-11-04 12:50:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,PSYCHOPATHIC CASE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-05-03 00:37:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,MISSION,NONE,14TH ST / FOLSOM ST,-122.41561633832,37.7685360123583
2003-08-21 15:15:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",700 Block of CLEMENTINA ST,-122.411356634079,37.7747632385271
2011-08-11 23:10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2003-10-18 00:24:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.419671780303,37.7650501214714
2015-02-20 22:03:00,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,BAYVIEW,NONE,0 Block of GARLINGTON CT,-122.38439687111901,37.7325070966122
2013-03-07 13:43:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,MISSION,"ARREST, BOOKED",VALENCIA ST / CLARION AL,-122.421696153978,37.762915738641794
2005-11-20 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,1200 Block of WILLARD ST,-122.45442834553499,37.765698974485204
2014-09-06 19:15:00,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,CENTRAL,"ARREST, BOOKED",300 Block of GEARY ST,-122.40907715726101,37.7873064204439
2005-12-16 18:00:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202
2004-04-14 19:55:00,TRESPASS,TRESPASSING,Wednesday,CENTRAL,"ARREST, BOOKED",300 Block of BAY ST,-122.41280375299999,37.8057739875696
2009-11-23 21:22:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Monday,MISSION,NONE,2800 Block of HARRISON ST,-122.411890526714,37.75181175925661
2013-02-22 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,GEARY BL / STEINER ST,-122.4345637373,37.784150491588704
2003-02-19 17:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,NONE,24TH ST / FLORIDA ST,-122.41006798139401,37.7527378805766
2008-10-01 00:01:00,MISSING PERSON,MISSING ADULT,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-03-17 14:45:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,2ND ST / HOWARD ST,-122.39826164734899,37.7867787588868
2003-09-30 11:20:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of 3RD ST,-122.39223735334299,37.7785204661785
2005-07-03 22:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,MISSION,NONE,2700 Block of 25TH ST,-122.405728477989,37.75181076802279
2009-05-12 11:00:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,MISSION,"ARREST, BOOKED",800 Block of GUERRERO ST,-122.42325992746001,37.7571727207066
2011-04-04 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,VICENTE ST / 22ND AV,-122.47864416863199,37.7391819318262
2014-11-12 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,FRANKLIN ST / BUSH ST,-122.42359860085399,37.7882799630475
2008-01-07 08:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,CLARENDON AV / LAGUNAHONDA BL,-122.46152540815399,37.7515025703963
2003-06-28 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,PARK,NONE,CARL ST / STANYAN ST,-122.452758439623,37.765443319637
2003-09-03 22:49:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,PARK,PSYCHOPATHIC CASE,0 Block of SHRADER ST,-122.452839772389,37.7745145380854
2006-08-08 06:47:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION,"ARREST, CITED",0 Block of DORLAND ST,-122.42506328014099,37.762222748636106
2014-01-23 13:11:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Thursday,MISSION,NONE,1400 Block of 15TH ST,-122.41600008708299,37.7668494969612
2003-10-15 10:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,100 Block of FREDERICK ST,-122.44595572145701,37.7672162710749
2011-01-12 20:00:00,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Wednesday,MISSION,NONE,400 Block of CASTRO ST,-122.43515009981199,37.7617597243598
2004-11-10 16:20:00,ASSAULT,BATTERY,Wednesday,MISSION,UNFOUNDED,2700 Block of FOLSOM ST,-122.41422734891898,37.7532831691873
2012-03-09 11:32:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,TENDERLOIN,"ARREST, CITED",100 Block of TURK ST,-122.411615075408,37.7831614109395
2011-02-10 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,18TH ST / CAPP ST,-122.418272166422,37.76190296130221
2007-06-13 18:34:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",100 Block of NORTHRIDGE RD,-122.378226008527,37.7312941487525
2003-07-25 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,NORTHERN,NONE,2200 Block of GREENWICH ST,-122.43671710674299,37.798899254167
2010-04-22 23:51:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Thursday,MISSION,PROSECUTED BY OUTSIDE AGENCY,3200 Block of 24TH ST,-122.418190260713,37.7523088381464
2003-02-07 18:35:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,BAYVIEW,NONE,3000 Block of SAN BRUNO AV,-122.402128140792,37.7239064497883
2004-03-20 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,LARKIN ST / BAY ST,-122.421818673374,37.8045651816543
2010-06-17 11:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-07-15 05:15:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-04-15 12:53:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-11-01 00:15:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,400 Block of CASTRO ST,-122.43515009981199,37.7617597243598
2013-11-13 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
2012-07-15 10:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,MISSION ST / 20TH ST,-122.419052694349,37.7586324051562
2005-03-12 19:50:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Saturday,TARAVAL,NONE,200 Block of WINSTON DR,-122.477976682169,37.7269346350353
2003-02-04 18:18:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
2003-08-06 17:58:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,TARAVAL,NONE,3300 Block of TARAVAL ST,-122.501946541063,37.741830701171295
2006-10-17 17:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,STOCKTON ST / SACRAMENTO ST,-122.407729769991,37.79317730258371
2010-10-24 06:53:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of GROVE ST,-122.41565370001,37.778719651125606
2004-03-03 22:45:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,RICHMOND,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of COOK ST,-122.45207189086901,37.7811512990789
2005-09-20 11:36:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / OFARRELL ST,-122.414619686913,37.7855830588241
2012-08-21 22:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,TARAVAL,NONE,1000 Block of IRVING ST,-122.468992989926,37.763864172991795
2013-12-14 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,SOUTHERN,NONE,5TH ST / SHIPLEY ST,-122.402842748428,37.7798294192767
2012-02-20 18:00:00,MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE,0 Block of LEDYARD ST,-122.402116556292,37.733235467655604
2008-10-05 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,0 Block of 3RD ST,-122.40283552814199,37.786800902838394
2014-06-01 17:22:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,BAYVIEW,NONE,5400 Block of 3RD ST,-122.392931662742,37.7280754569094
2014-02-09 01:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE,2800 Block of LEAVENWORTH ST,-122.418930302924,37.80735025163229
2009-09-06 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,0 Block of HALLAM ST,-122.408600405402,37.7756834676857
2009-04-18 02:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,PARK,NONE,OAK ST / SHRADER ST,-122.45224265737,37.7712286761869
2004-06-09 02:30:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,SOUTHERN,NONE,10TH ST / MARKET ST,-122.417504703152,37.7765400380099
2008-01-25 23:03:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,SOUTHERN,"ARREST, BOOKED",1000 Block of MISSION ST,-122.40979519450501,37.7800356268394
2006-10-17 09:00:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,SOUTHERN,NONE,100 Block of VALENCIA ST,-122.422375026857,37.770718896580796
2006-12-15 00:01:00,VANDALISM,MALICIOUS MISCHIEF,Friday,TARAVAL,NONE,100 Block of JULES AV,-122.461307337932,37.7209418179844
2014-04-06 17:51:00,ASSAULT,BATTERY,Sunday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2009-10-29 18:50:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916539
2010-02-26 18:10:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,CENTRAL,"ARREST, BOOKED",0 Block of BEACH ST,-122.40987115491899,37.8079396293906
2013-04-04 18:25:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.411800134753,37.784089036686794
2006-10-04 00:41:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,MISSION,"ARREST, BOOKED",VALENCIA ST / 18TH ST,-122.42158168136999,37.7617007179518
2010-07-02 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,UNFOUNDED,CLAY ST / FILLMORE ST,-122.43420504401399,37.7907105245241
2009-03-20 01:30:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,SOUTHERN,"ARREST, BOOKED",500 Block of 4TH ST,-122.39784956123002,37.7793117074346
2003-11-29 02:36:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,BAYVIEW,"ARREST, BOOKED",HAWES ST / SHAFTER AV,-122.383248801238,37.7267991575965
2007-05-29 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,NORTHERN,NONE,1400 Block of FILBERT ST,-122.423352724326,37.79953286292589
2004-03-05 17:30:00,VEHICLE THEFT,STOLEN TRUCK,Friday,SOUTHERN,NONE,TOWNSEND ST / 5TH ST,-122.397207764781,37.7753329097339
2007-04-21 21:25:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,INGLESIDE,NONE,3200 Block of MISSION ST,-122.42039487496,37.744688222803
2005-04-22 19:49:00,WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-03-27 17:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,NORTHERN,NONE,OAK ST / OCTAVIA ST,-122.42424647347099,37.7748122523721
2007-01-22 17:20:00,ASSAULT,THREATS AGAINST LIFE,Monday,MISSION,NONE,3000 Block of CESAR CHAVEZ ST,-122.41009948112699,37.748427364539104
2005-06-01 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,BAYVIEW,NONE,1100 Block of SILVER AV,-122.4129271346,37.7299644716829
2011-04-23 20:00:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Saturday,MISSION,"ARREST, BOOKED",19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754
2006-07-16 19:07:00,WARRANTS,WARRANT ARREST,Sunday,TARAVAL,"ARREST, BOOKED",2300 Block of 18TH AV,-122.474756628594,37.7440093806773
2003-02-07 19:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41133956255699,37.7812707434494
2007-02-09 19:00:00,SECONDARY CODES,GANG ACTIVITY,Friday,BAYVIEW,NONE,0 Block of NORTHRIDGE RD,-122.37551296863501,37.730806609582
2007-01-10 18:35:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,CENTRAL,NONE,1200 Block of PACIFIC AV,-122.415834067071,37.795717449877
2009-09-20 06:50:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TARAVAL,NONE,1900 Block of 18TH AV,-122.475279310173,37.751469583813
2011-08-09 23:28:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, CITED",ALEMANY BL / FARRAGUT AV,-122.45195417794599,37.7120558827519
2009-10-03 20:28:00,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,NORTHERN,NONE,400 Block of FULTON ST,-122.42583948035299,37.7784863750012
2003-10-02 14:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,500 Block of JOHN F KENNEDY DR,-122.46620466789301,37.7725405391593
2004-04-14 19:50:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of TEHAMA ST,-122.39647798116998,37.7873819795737
2003-07-13 13:50:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TARAVAL,NONE,0 Block of JOSEPHA AV,-122.47768004946998,37.716705755128295
2006-08-10 08:50:00,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Thursday,NORTHERN,NONE,2400 Block of CALIFORNIA ST,-122.43466744639099,37.7887453721386
2010-10-04 14:00:00,MISSING PERSON,MISSING ADULT,Monday,PARK,NONE,400 Block of BAKER ST,-122.441275381343,37.7750363632073
2012-07-29 01:30:00,OTHER OFFENSES,CONSPIRACY,Sunday,BAYVIEW,"ARREST, BOOKED",300 Block of NEWHALL ST,-122.38539004459899,37.742659782963
2011-07-29 08:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
2008-07-25 23:21:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Friday,RICHMOND,"ARREST, CITED",5200 Block of GEARY BL,-122.47564650940201,37.7806312826015
2014-05-29 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,2700 Block of MCALLISTER ST,-122.457462124422,37.7753049145132
2007-12-30 12:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,PARK,"ARREST, BOOKED",1100 Block of SCOTT ST,-122.43709942831998,37.7803522156893
2007-06-16 15:43:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,CENTRAL,"ARREST, BOOKED",600 Block of GEARY ST,-122.414010814727,37.7866770011071
2010-06-05 12:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE,500 Block of MARKET ST,-122.401833062479,37.7890397716649
2012-07-29 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,1700 Block of THE EMBARCADERONORTH ST,-122.41083739751801,37.8082497027606
2007-04-22 21:30:00,ASSAULT,CHILD ABUSE (PHYSICAL),Sunday,SOUTHERN,"ARREST, BOOKED",400 Block of STEVENSON ST,-122.40856003729601,37.7825859895625
2006-10-03 08:18:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,SOUTHERN,"ARREST, BOOKED",STEVENSON ST / 6TH ST,-122.409696355558,37.7817540588712
2009-08-23 11:17:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,SOUTHERN,"ARREST, BOOKED",6TH ST / JESSIE ST,-122.40924767554701,37.7813987340892
2004-11-09 20:10:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Tuesday,NORTHERN,NONE,1000 Block of POST ST,-122.41912629534201,37.7869849580362
2007-11-30 18:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TENDERLOIN,NONE,500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
2011-10-20 05:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,BAYVIEW,NONE,100 Block of KISKA RD,-122.375989158092,37.7301576924252
2005-11-28 18:00:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,10TH ST / MISSION ST,-122.415911198877,37.775272150115
2004-08-08 11:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,INGLESIDE,NONE,SILVER AV / MISSION ST,-122.43129500293699,37.728729793862904
2010-07-16 16:05:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,700 Block of MARKET ST,-122.40391914835699,37.7871160984672
2003-04-06 10:35:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Sunday,INGLESIDE,NONE,0 Block of MANSFIELD ST,-122.42374711698099,37.7237213961935
2015-01-09 01:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TENDERLOIN,NONE,400 Block of OFARRELL ST,-122.411742515582,37.7858882195106
2009-11-09 08:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, CITED",PERSIA AV / PRAGUE ST,-122.427191891813,37.7189436957878
2003-09-04 00:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,500 Block of SILVER AV,-122.42397395310302,37.7288025511205
2008-02-05 02:30:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED",YORK ST / 23RD ST,-122.408344147531,37.75445241566371
2015-03-22 00:25:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,INGLESIDE,NONE,100 Block of TOPAZ WY,-122.436409657177,37.741505755644496
2010-06-01 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.40173828350599,37.788533577598294
2007-09-07 18:40:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-03-08 08:30:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,TARAVAL,NONE,47TH AV / LINCOLN WY,-122.507259973388,37.764112985988895
2003-12-24 01:19:00,ASSAULT,THREATENING PHONE CALL(S),Wednesday,BAYVIEW,NONE,1300 Block of REVERE AV,-122.38554545330099,37.728979731984
2014-01-20 09:02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,100 Block of KISKA RD,-122.376054792432,37.7300559760912
2009-09-20 17:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,RICHMOND,NONE,PIERCE ST / PINE ST,-122.43693625736401,37.7875314550394
2008-02-20 02:53:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,SOUTHERN,"ARREST, BOOKED",200 Block of 8TH ST,-122.41127194053699,37.776032950124396
2014-03-17 18:40:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,400 Block of HAYES ST,-122.42377164009,37.7768378928452
2006-04-05 21:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,CENTRAL,NONE,100 Block of MAIDEN LN,-122.405933099548,37.7881841508921
2014-02-19 08:00:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-07-12 00:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,INGLESIDE,NONE,3100 Block of MISSION ST,-122.41873276305799,37.747495526854294
2003-06-26 02:56:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",300 Block of SOUTH VAN NESS AV,-122.417791285277,37.7675856525236
2012-02-11 12:40:00,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Saturday,CENTRAL,"ARREST, CITED",100 Block of JACKSON ST,-122.398919477596,37.796953574467004
2011-11-18 12:30:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Friday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2012-12-13 07:30:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Thursday,TARAVAL,"ARREST, BOOKED",0 Block of CAINE AV,-122.45046015890699,37.7173075851019
2012-02-09 19:05:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,PARK,"ARREST, BOOKED",FELL ST / DIVISADERO ST,-122.43761276619101,37.7740604119579
2003-05-01 09:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,TARAVAL,NONE,1200 Block of 24TH AV,-122.48247819290701,37.764252796856105
2005-05-22 13:41:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,INGLESIDE,"ARREST, BOOKED",600 Block of BRUNSWICK ST,-122.44607687688499,37.7095574077548
2013-10-20 19:48:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,INGLESIDE,"ARREST, BOOKED",100 Block of SICKLES AV,-122.45416804713899,37.7099816740397
2005-09-24 12:10:00,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2006-01-24 13:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,SOUTHERN,NONE,0 Block of FREMONT ST,-122.397526111294,37.791049807993204
2008-11-15 02:30:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,UNFOUNDED,BROADWAY ST / COLUMBUS AV,-122.406669739951,37.7978641744394
2008-03-18 15:06:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411615075408,37.7831614109395
2005-05-07 02:45:00,LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Saturday,CENTRAL,NONE,2600 Block of MASON ST,-122.414003178329,37.8079694729269
2005-08-10 18:27:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2008-07-12 13:51:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2015-02-16 22:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",EVANS AV / CESAR CHAVEZ ST,-122.397289683816,37.7496837059316
2013-08-06 01:00:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,MISSION,"ARREST, BOOKED",SANCARLOS ST / 21ST ST,-122.419691794373,37.756987577405894
2007-10-30 14:20:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,MISSION,NONE,2800 Block of MISSION ST,-122.41829609443701,37.7514284856786
2007-04-04 23:41:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413237516676,37.78284302332129
